solver,solved,par2,par10
alpha2_0,1811,3736.806433916092,17416.806433916092
alpha2_1,1802,3934.0929930210114,18334.09299302101
alpha2_2,1805,3831.6119277477264,17991.611927747726
alpha2_3,1816,3679.9850025177,16959.9850025177
alpha2_4,1819,3652.0075058937073,16692.007505893707
