solver,solved,par2,par10
z3alpha,62,144.6758678,624.6758678
z3alpha0,60.6,175.590354,767.590354
fastsmt,60,194.9753526,834.9753526
z3,61,179.020085811615,739.020085811615
cvc5,17,1069.2577385902405,5149.2577385902405
