solver,solved,par2,par10
fastsmt0,270,240.59810757637024,240.59810757637024
fastsmt1,270,243.87087893486023,243.87087893486023
fastsmt2,270,240.87381386756897,240.87381386756897
fastsmt3,270,240.49073934555054,240.49073934555054
fastsmt4,270,234.33833241462708,234.33833241462708
