solver,solved,par2,par10
r_0,62,152.74564957618713,632.7456495761871
r_1,62,152.42162156105042,632.4216215610504
r_2,62,152.39234137535095,632.392341375351
r_3,60,187.70209097862244,827.7020909786224
r_4,60,187.62128829956055,827.6212882995605
