solver,solved,par2,par10
alpha1_0,269,278.738564491272,358.738564491272
alpha1_1,269,290.89492297172546,370.89492297172546
alpha1_2,268,316.03610014915466,476.03610014915466
alpha1_3,269,323.1161894798279,403.1161894798279
alpha1_4,269,328.719260931015,408.719260931015
