solver,solved,par2,par10
fastsmt,60,195.11692118644714,835.1169211864471
fastsmt0,60,195.06611847877502,835.066118478775
fastsmt1,60,194.5501992702484,834.5501992702484
fastsmt2,60,195.15052819252014,835.1505281925201
fastsmt3,60,194.99299573898315,834.9929957389832
