solver,solved,par2,par10
alpha1_0,1584,2812.5483837127686,13052.548383712769
alpha1_1,1583,2822.725597381592,13142.725597381592
alpha1_2,1584,2814.248231649399,13054.248231649399
alpha1_3,1584,2811.239214658737,13051.239214658737
alpha1_4,1584,2818.8401956558228,13058.840195655823
