solver,solved,par2,par10
alpha1_0,1801,3855.1151208877563,18335.115120887756
alpha1_1,1801,3856.6602663993835,18336.660266399384
alpha1_2,1801,3856.8326647281647,18336.832664728165
alpha1_3,1801,3854.9688436985016,18334.9688436985
alpha1_4,1799,3896.301558971405,18536.301558971405
