solver,solved,par2,par10
alpha2_0,1622,2167.923172712326,9367.923172712326
alpha2_1,1620,2207.1276874542236,9567.127687454224
alpha2_2,1629,2085.257637023926,8725.257637023926
alpha2_3,1622,2168.166349887848,9368.166349887848
alpha2_4,1619,2218.166072368622,9658.166072368622
