solver,solved,par2,par10
alpha2_0,62,144.27457475662231,624.2745747566223
alpha2_1,62,145.29725122451782,625.2972512245178
alpha2_2,62,144.42475700378418,624.4247570037842
alpha2_3,62,144.0670461654663,624.0670461654663
alpha2_4,62,145.31570982933044,625.3157098293304
