solver,solved,par2,par10
fastsmt0,1546,4916.27738904953,18196.27738904953
fastsmt1,1547,4955.850247144699,18155.8502471447
fastsmt2,1547,4948.264774799347,18148.264774799347
fastsmt3,1547,4945.508930444717,18145.508930444717
fastsmt4,1545,4985.0639753341675,18345.063975334167
