solver,solved,par2,par10
fastsmt0,1766,4558.5346965789795,21838.53469657898
fastsmt1,1766,4557.685544729233,21837.685544729233
fastsmt2,1766,4557.65625,21837.65625
fastsmt3,1770,4465.583726882935,21425.583726882935
fastsmt4,1766,4559.39194560051,21839.39194560051
