solver,solved,par2,par10
alpha1_0,2688,82931.19603657722,383411.1960365772
alpha1_1,2632,84001.79247426987,388961.79247426987
alpha1_2,2636,84043.50578331947,388683.5057833195
alpha1_3,2682,83172.97107076645,384132.97107076645
alpha1_4,2653,83697.66631674767,386977.66631674767
