solver,solved,par2,par10
z3alpha,17986,7415.252226352692,22375.25222635269
z3,17847,10275.557119131088,36355.55711913109
cvc5,17879,7678.857601881027,31198.857601881027
z3str4,17662,12940.414257764816,53820.414257764816
