solver,solved,par2,par10
r_0,1818,3601.9396510124207,16721.93965101242
r_1,1818,3602.144524335861,16722.14452433586
r_2,1818,3602.69287109375,16722.69287109375
r_3,1805,3748.331314086914,17908.331314086914
r_4,1805,3748.1424708366394,17908.14247083664
